millis,Heading / Euler X (degrees Magnetic) [raw],Roll / Euler Y [raw],Pitch / Euler Z [raw],Linear Accel (X) [raw],Linear Accel (Y) [raw],Linear Accel (Z) [raw],Gravity Accel (X) [raw],Gravity Accel (Y) [raw],Gravity Accel (Z) [raw],Heading / Euler X,Roll / Euler Y,Pitch / Euler Z,Linear Accel (X),Linear Accel (Y),Linear Accel (Z),Gravity Accel (X),Gravity Accel (Y),Gravity Accel (Z),# Satellites Tracking,HDOP (Horizontal Dilution of Precision),Latitude,Longitude,Fix Age,Date (UTC),Time (UTC),Date Age,Altitude (meters) [raw],Altitude (meters),Vehicle Heading (degrees True),Vehicle Speed (knots) [raw],Vehicle Speed (knots),Characters Received,Sentences Received,# Checksum Failures,Ambient Temperature (*Celcius),Ambient Pressure (Pascal) [raw],Relative Humidity (%),Altitude (meters) [raw]
2525384,252.69,-77.06,85.31,0.04,-0.05,0.09,-9.55,-2.17,0.17,252.73,-77.11,85.55,0,-0.03,0.02,-9.56,-2.17,0.16,2,9999,38.219505,-85.753372,7513,7/25/2017,4:19:01,2108,37.9,37.9,330.15,1.49,1.49,566918,3073,45,27.8,100178.84,44.47,95.87
2526022,252.31,-77.31,84.38,0.02,-0.05,0.06,-9.56,-2.13,0.2,252.34,-77.29,84.11,0.04,-0.06,0.04,-9.56,-2.13,0.21,2,9999,38.219505,-85.753372,7576,7/25/2017,4:19:01,603,37.9,37.9,330.15,1.49,1.49,566980,3073,45,27.8,100178.84,44.5,95.87
2526679,252.75,-77.38,84.81,0.08,-0.01,0.1,-9.56,-2.13,0.19,252.71,-77.37,84.79,0.06,0,0.07,-9.56,-2.13,0.19,2,9999,38.219505,-85.753372,7642,7/25/2017,4:19:02,412,37.9,37.9,330.15,1.49,1.49,567138,3073,45,27.8,100180.61,44.49,95.72
2527331,252.69,-77.38,85.56,0.05,0.02,0.07,-9.57,-2.13,0.16,252.8,-77.4,85.32,0.05,-0.01,0.04,-9.57,-2.12,0.17,2,9999,38.219505,-85.753372,7707,7/25/2017,4:19:03,40,37.9,37.9,330.15,1.49,1.49,567296,3073,45,27.8,100180.61,44.51,95.72
2527972,252,-77.56,85.5,0.06,0,-0.04,-9.57,-2.1,0.16,252.08,-77.48,85.82,0.02,0,-0.01,-9.57,-2.11,0.15,2,9999,38.219505,-85.753372,7771,7/25/2017,4:19:03,681,37.9,37.9,330.15,1.49,1.49,567296,3073,45,27.8,100179.66,44.51,95.8
2528621,251.5,-77.81,83.88,0.07,0.02,0.03,-9.58,-2.05,0.21,251.55,-77.86,83.75,0.05,0.04,0.03,-9.58,-2.04,0.22,2,9999,38.219505,-85.753372,7836,7/25/2017,4:19:04,341,37.9,37.9,330.15,1.49,1.49,567454,3073,45,27.8,100182.8,44.46,95.53
2529251,251.38,-77.19,85.81,0.06,-0.05,0.01,-9.56,-2.16,0.15,251.41,-77.19,85.75,0.05,-0.03,0,-9.56,-2.16,0.16,2,9999,38.219505,-85.753372,7899,7/25/2017,4:19:05,972,37.9,37.9,330.15,1.49,1.49,567494,3073,45,27.81,100187.67,44.42,95.12
2529892,251.12,-77.19,84.75,-0.03,-0.04,0.13,-9.56,-2.16,0.19,251.16,-77.09,85.29,0,-0.09,0.07,-9.56,-2.17,0.17,2,9999,38.219505,-85.753372,7963,7/25/2017,4:19:05,554,37.9,37.9,330.15,1.49,1.49,567614,3073,45,27.81,100180.44,44.46,95.73
2530519,238.19,-74.94,82.44,0.22,-0.05,-0.27,-9.47,-2.52,0.33,240.17,-75.41,82.49,0.03,0.06,-0.05,-9.49,-2.44,0.32,2,9999,38.219505,-85.753372,8026,7/25/2017,4:19:06,59,37.9,37.9,330.15,1.49,1.49,567902,3073,45,27.81,100183.58,44.43,95.47
2531152,244,-73.06,74.88,-0.07,0.41,0.03,-9.38,-2.75,0.74,242.75,-73.21,76,-0.08,0.28,-0.05,-9.39,-2.74,0.68,2,9999,38.219505,-85.753372,8089,7/25/2017,4:19:06,691,37.9,37.9,330.15,1.49,1.49,567902,3073,45,27.82,100180.7,44.48,95.71
2531778,246.56,-73.19,73.94,-0.1,-0.14,0.28,-9.38,-2.72,0.78,246.85,-73.09,73.82,0.01,0.1,0.1,-9.38,-2.73,0.79,2,9999,38.219505,-85.753372,8152,7/25/2017,4:19:07,495,37.9,37.9,330.15,1.49,1.49,568062,3073,45,27.81,100183.98,44.43,95.43
2532441,248.44,-73.94,68.06,0.09,-0.48,0.67,-9.42,-2.51,1.01,248.69,-73.89,69.57,-0.02,-0.36,0.54,-9.42,-2.54,0.94,2,9999,38.219505,-85.753372,8218,7/25/2017,4:19:08,163,37.9,37.9,330.15,1.49,1.49,568222,3073,45,27.81,100180.3,44.48,95.74
2533079,245.12,-79.12,62.56,-0.35,-0.37,-0.28,-9.63,-1.63,0.85,246.93,-77.83,60.79,-0.02,-0.19,-0.33,-9.58,-1.78,0.99,2,9999,38.219505,-85.753372,8282,7/25/2017,4:19:08,801,37.9,37.9,330.15,1.49,1.49,568222,3073,45,27.82,100182.06,44.52,95.6
2533700,228.56,-88.12,0.62,0.38,0.71,-1.2,-9.8,-0.11,0.29,229.2,-88,-0.5,0.32,0.66,-0.72,-9.8,0.08,0.28,2,9999,38.219505,-85.753372,8344,7/25/2017,4:19:09,386,37.9,37.9,330.15,1.49,1.49,568382,3073,45,27.82,100177.97,44.48,95.94
2534352,196.75,-79.25,95.19,2.74,-1.78,-2.11,-9.63,-1.81,-0.16,201.99,-79.21,93.97,1.95,-0.62,-2.55,-9.63,-1.82,-0.13,2,9999,38.219505,-85.753372,8410,7/25/2017,4:19:10,80,37.9,37.9,330.15,1.49,1.49,568542,3073,45,27.82,100161.98,44.49,97.28
2534999,142.25,-78.69,-158.12,2.21,-3.45,-2.44,-9.61,0.71,-1.77,148.67,-79.58,-123.17,1.02,-0.79,-1.46,-9.63,0.51,-1.63,2,9999,38.219505,-85.753372,8474,7/25/2017,4:19:10,726,37.9,37.9,330.15,1.49,1.49,568542,3073,45,27.83,100178.2,44.48,95.92
2535651,176.5,-71.5,69.19,1.01,-1,0.56,-9.3,-2.9,1.1,176.08,-71.47,69.9,0.77,-0.47,0.36,-9.29,-2.91,1.07,2,9999,38.219505,-85.753372,8540,7/25/2017,4:19:11,241,37.9,37.9,330.15,1.49,1.49,568830,3073,45,27.82,100180.52,44.5,95.72
2536276,169.25,-80.81,17.81,0.08,1.76,-0.43,-9.68,-0.47,1.48,172.59,-80.57,26.2,-0.24,2.42,-0.24,-9.67,-0.7,1.41,2,9999,38.219505,-85.753372,8602,7/25/2017,4:19:12,863,37.9,37.9,330.15,1.49,1.49,568910,3073,45,27.83,100187.77,44.5,95.12
2536917,136.62,-76.44,-16,0.93,1.38,0.21,-9.53,0.63,2.2,138.08,-76.98,-12.14,-0.4,0.32,0,-9.55,0.47,2.15,2,9999,38.219505,-85.753372,8666,7/25/2017,4:19:12,592,37.9,37.9,330.15,1.49,1.49,568990,3073,45,27.83,100184.07,44.5,95.43
2537561,113.62,-69.44,-34.62,0.21,0.12,0.1,-9.17,1.98,2.83,115.06,-70.44,-32.57,0.08,0.02,0.22,-9.23,1.78,2.75,2,9999,38.219505,-85.753372,8730,7/25/2017,4:19:13,275,37.9,37.9,330.15,1.49,1.49,569148,3073,45,27.83,100180.38,44.48,95.74
2538198,110.06,-74.69,-27.75,-2.47,-0.02,0.6,-9.45,1.2,2.29,110.82,-72.88,-30.46,-0.75,1,0.39,-9.37,1.46,2.46,2,9999,38.219505,-85.753372,8794,7/25/2017,4:19:14,912,37.9,37.9,330.15,1.49,1.49,569208,3073,45,27.83,100185.84,44.51,94.87
2538836,107.44,-78.94,23,0.34,-1.63,-0.3,-9.62,-0.73,1.72,107.85,-78.38,23.87,0.2,-0.95,-0.39,-9.6,-0.78,1.79,2,9999,38.219505,-85.753372,8858,7/25/2017,4:19:14,574,37.9,37.9,330.15,1.49,1.49,569306,3073,45,27.84,100178.42,44.54,95.9
2539486,113.88,-80.56,-44.88,-0.11,0.62,0.21,-9.67,1.12,1.13,114.64,-80.7,-39.85,0.15,0.71,0.1,-9.67,1.01,1.2,2,9999,38.219505,-85.753372,8923,7/25/2017,4:19:15,206,37.9,37.9,330.15,1.49,1.49,569464,3073,45,27.84,100179.8,44.49,95.79
2540151,109.12,-80.56,-59.5,0.01,-0.24,-0.03,-9.67,1.38,0.8,108.95,-80.69,-58.57,0.07,-0.27,-0.04,-9.67,1.35,0.82,2,9999,38.219505,-85.753372,8989,7/25/2017,4:19:15,873,37.9,37.9,330.15,1.49,1.49,569464,3073,45,27.84,100181.56,44.51,95.64
2540775,100.81,-68.19,-70.12,0.38,0.28,0.01,-9.1,3.42,1.23,102.42,-69.73,-70.12,0.15,0.38,-0.05,-9.19,3.2,1.15,2,9999,38.219505,-85.753372,9052,7/25/2017,4:19:16,354,37.9,37.9,330.15,1.49,1.49,569750,3073,45,27.84,100172.41,44.51,96.41
2541397,108.75,-76.62,-63.56,-0.02,0.06,0.04,-9.54,2.02,1,107.21,-75.35,-64.74,0.08,0.06,0.05,-9.48,2.23,1.04,1,9999,38.219505,-85.753372,9114,7/25/2017,4:19:17,134,37.9,37.9,330.15,1.49,1.49,569908,3073,45,27.84,100181.98,44.53,95.6
2542025,111.94,-79.5,-62,0,-0.1,0,-9.64,1.57,0.83,112.07,-79.62,-62.66,0.02,-0.05,-0.02,-9.64,1.56,0.8,1,9999,38.219505,-85.753372,9177,7/25/2017,4:19:17,762,37.9,37.9,330.15,1.49,1.49,569908,3073,45,27.84,100181.02,44.51,95.68
2542646,113.25,-80.31,-53.5,0.15,-0.14,0.04,-9.66,1.32,0.97,113.17,-80.16,-53.83,0.11,-0.15,0.03,-9.66,1.34,0.98,1,9999,38.219505,-85.753372,9239,7/25/2017,4:19:18,385,37.9,37.9,330.15,1.49,1.49,570068,3073,45,27.84,100175.14,44.54,96.18
2543290,114,-80.81,-54.94,0.09,-0.06,-0.01,-9.68,1.27,0.89,114.01,-80.81,-55.04,0.06,-0.02,-0.04,-9.68,1.27,0.89,1,9999,38.219505,-85.753372,9303,7/25/2017,4:19:19,14,37.9,37.9,330.15,1.49,1.49,570208,3073,45,27.85,100180.05,44.54,95.76
2543935,114.12,-80.88,-54.88,0.03,0,0.06,-9.68,1.27,0.89,114.02,-80.87,-54.77,0.06,-0.04,0.04,-9.68,1.26,0.89,1,9999,38.219505,-85.753372,9368,7/25/2017,4:19:19,660,37.9,37.9,330.15,1.49,1.49,570228,3073,45,27.85,100178.69,44.51,95.88
2544582,114.19,-80.88,-58.62,0.01,-0.01,-0.02,-9.68,1.32,0.8,114.27,-80.92,-58.35,0.04,0,-0.03,-9.68,1.31,0.8,0,9999,38.219505,-85.753372,9432,7/25/2017,4:19:20,336,37.9,37.9,330.15,1.49,1.49,570388,3073,45,27.85,100179.09,44.54,95.84
2545217,114.44,-80.62,-60.62,0.06,-0.06,-0.04,-9.67,1.38,0.78,114.43,-80.61,-60.38,0.07,-0.02,-0.04,-9.67,1.38,0.78,0,9999,38.219505,-85.753372,9496,7/25/2017,4:19:21,974,37.9,37.9,330.15,1.49,1.49,570468,3073,45,27.85,100181.83,44.5,95.61
2545862,115.31,-80.44,-63.06,-0.01,-0.15,-0.07,-9.67,1.45,0.73,115.22,-80.48,-63.2,0,-0.1,-0.05,-9.67,1.44,0.72,0,9999,38.219505,-85.753372,9560,7/25/2017,4:19:21,467,37.9,37.9,330.15,1.49,1.49,570670,3073,45,27.85,100182.61,44.5,95.55
2546496,117.62,-81.12,-61.81,0.02,0,0.03,-9.68,1.33,0.71,117.54,-81.08,-62.12,0.03,-0.02,0,-9.68,1.34,0.7,0,9999,38.219505,-85.753372,9624,7/25/2017,4:19:22,256,37.9,37.9,330.15,1.49,1.49,570826,3073,45,27.85,100181.25,44.51,95.66
2547124,117.25,-80.62,-57.06,0.07,-0.07,0,-9.67,1.33,0.86,117.23,-80.59,-57.01,0.11,-0.07,-0.01,-9.67,1.34,0.86,0,9999,38.219505,-85.753372,9687,7/25/2017,4:19:22,880,37.9,37.9,330.15,1.49,1.49,570826,3073,45,27.86,100175.23,44.56,96.17
2547813,117.31,-80.94,-59.19,0.07,0,-0.03,-9.68,1.32,0.78,117.31,-80.94,-59.09,0.07,-0.02,-0.03,-9.68,1.32,0.78,0,9999,38.219505,-85.753372,9755,7/25/2017,4:19:23,556,37.9,37.9,330.15,1.49,1.49,570982,3073,45,27.86,100177.96,44.48,95.94
2548476,117,-80.69,-60.06,0.08,-0.06,-0.06,-9.67,1.36,0.78,117.07,-80.76,-59.96,0.06,-0.04,-0.06,-9.67,1.35,0.78,0,9999,38.219505,-85.753372,9822,7/25/2017,4:19:24,229,37.9,37.9,330.15,1.49,1.49,571138,3073,45,27.86,100177.55,44.57,95.97
2549134,117.12,-80.31,-60.31,0.09,0.02,0.01,-9.66,1.43,0.81,117.06,-80.32,-60.29,0.09,0,-0.02,-9.66,1.43,0.81,0,9999,38.219505,-85.753372,9888,7/25/2017,4:19:24,889,37.9,37.9,330.15,1.49,1.49,571154,3073,45,27.86,100173.86,44.53,96.28
2549785,116.88,-80.25,-60.19,0.04,-0.03,0,-9.66,1.43,0.82,116.92,-80.27,-60.14,0.05,-0.01,-0.01,-9.66,1.43,0.82,0,9999,38.219505,-85.753372,9953,7/25/2017,4:19:25,549,37.9,37.9,330.15,1.49,1.49,571294,3073,45,27.87,100176.45,44.56,96.07
2550443,116.69,-80.25,-59.94,0.11,0.01,0.08,-9.66,1.43,0.82,116.69,-80.21,-59.8,0.09,0,0.02,-9.66,1.43,0.83,0,9999,38.219505,-85.753372,1001,7/25/2017,4:19:26,5,37.9,37.9,330.15,1.49,1.49,571542,3073,45,27.87,100185.02,44.53,95.35
2551082,116.69,-80.38,-64.88,0.01,0,0,-9.66,1.47,0.69,116.59,-80.37,-64.62,0.05,0,-0.01,-9.67,1.47,0.69,0,9999,38.219505,-85.753372,1008,7/25/2017,4:19:26,643,37.9,37.9,330.15,1.49,1.49,571576,3073,45,27.87,100177.23,44.54,96
2551737,117.69,-80.5,-62.75,0.02,0.01,0.09,-9.67,1.43,0.73,117.64,-80.5,-63.24,0.04,0.02,0.03,-9.67,1.43,0.72,0,9999,38.219505,-85.753372,1014,7/25/2017,4:19:27,480,37.9,37.9,330.15,1.49,1.49,571732,3073,45,27.87,100181.73,44.54,95.62
2552375,118.38,-80.94,-58.38,0.05,0,0.03,-9.68,1.31,0.8,118.29,-80.84,-58.36,0.07,0,0.05,-9.68,1.32,0.81,0,9999,38.219505,-85.753372,1021,7/25/2017,4:19:28,83,37.9,37.9,330.15,1.49,1.49,571888,3073,45,27.87,100184.06,44.5,95.43
2553025,118,-80.81,-60.81,0.1,0.03,0.02,-9.68,1.36,0.76,118.09,-80.84,-60.93,0.06,0.02,0.02,-9.68,1.36,0.75,0,9999,38.219505,-85.753372,1027,7/25/2017,4:19:28,733,37.9,37.9,330.15,1.49,1.49,571888,3073,45,27.88,100182.14,44.5,95.59
2553662,117.88,-81.06,-61.31,0.03,0,0.02,-9.68,1.32,0.72,117.8,-80.98,-60.94,0.05,-0.02,0.07,-9.68,1.33,0.74,0,9999,38.219505,-85.753372,1034,7/25/2017,4:19:29,406,37.9,37.9,330.15,1.49,1.49,572044,3073,45,27.88,100176.16,44.59,96.09
2554315,118.88,-81.62,-61,0.15,0.04,0,-9.7,1.24,0.68,118.81,-81.62,-61.07,0.08,0.02,0,-9.7,1.24,0.68,0,9999,38.219505,-85.753372,1040,7/25/2017,4:19:30,5,37.9,37.9,330.15,1.49,1.49,572172,3073,45,27.88,100180.26,44.54,95.75
2554960,118.75,-81.62,-60.75,0.12,-0.07,0.01,-9.7,1.24,0.69,118.78,-81.62,-60.81,0.1,-0.03,0.02,-9.7,1.24,0.69,0,9999,38.219505,-85.753372,1047,7/25/2017,4:19:30,649,37.9,37.9,330.15,1.49,1.49,572200,3073,45,27.88,100180.26,44.6,95.75
2555661,118.56,-81.62,-60.69,0.05,-0.04,0.02,-9.7,1.24,0.69,118.64,-81.62,-60.56,0.07,-0.02,0.02,-9.7,1.24,0.69,0,9999,38.219505,-85.753372,1054,7/25/2017,4:19:31,288,37.9,37.9,330.15,1.49,1.49,572482,3073,45,27.89,100178.3,44.54,95.91
2556315,119,-81.62,-60.31,0.06,0.01,-0.02,-9.7,1.23,0.7,118.93,-81.63,-60.52,0.04,-0.02,0,-9.7,1.23,0.69,0,9999,38.219505,-85.753372,1060,7/25/2017,4:19:32,73,37.9,37.9,330.15,1.49,1.49,572638,3073,45,27.89,100181.04,44.55,95.68
2556961,119.06,-81.12,-54.88,0.11,-0.06,0,-9.68,1.23,0.86,119.07,-81.13,-54.99,0.12,-0.06,0.04,-9.68,1.23,0.86,0,9999,38.219505,-85.753372,1067,7/25/2017,4:19:32,720,37.9,37.9,330.15,1.49,1.49,572638,3073,45,27.89,100180.08,44.54,95.76
2557606,118.62,-81.06,-59.62,0.05,-0.09,-0.02,-9.68,1.31,0.76,118.76,-81.11,-59.47,0.04,-0.06,0,-9.68,1.3,0.76,0,9999,38.219505,-85.753372,1073,7/25/2017,4:19:33,312,37.9,37.9,330.15,1.49,1.49,572794,3073,45,27.89,100179.67,44.58,95.8
2558258,118.81,-81.31,-59.94,0.01,0,0,-9.69,1.28,0.74,118.76,-81.22,-59.7,0.08,-0.02,0.04,-9.69,1.28,0.75,0,9999,38.219505,-85.753372,1080,7/25/2017,4:19:34,17,37.9,37.9,330.15,1.49,1.49,572926,3073,45,27.89,100183.22,44.54,95.5
2558900,118.44,-81.12,-63.56,0.03,-0.06,-0.13,-9.69,1.34,0.66,118.49,-81.19,-63.27,0.05,-0.04,-0.02,-9.69,1.33,0.67,0,9999,38.219505,-85.753372,1086,7/25/2017,4:19:34,661,37.9,37.9,330.15,1.49,1.49,572950,3073,45,27.89,100185,44.54,95.35
2559555,118.5,-81,-61.69,0.1,0,-0.02,-9.68,1.34,0.72,118.4,-80.96,-61.94,0.11,-0.04,0.05,-9.68,1.35,0.72,0,9999,38.219505,-85.753372,1093,7/25/2017,4:19:35,317,37.9,37.9,330.15,1.49,1.49,573106,3073,45,27.9,100179.94,44.57,95.77
2560182,118.56,-80.75,-65,0.06,0.02,0,-9.67,1.42,0.66,118.72,-80.78,-64.49,0.07,0.04,-0.03,-9.68,1.41,0.67,0,9999,38.219505,-85.753372,1099,7/25/2017,4:19:36,943,37.9,37.9,330.15,1.49,1.49,573166,3073,45,27.89,100180.89,44.57,95.69
2560817,117.31,-80.69,-64.44,0.03,0.02,0,-9.67,1.42,0.68,117.36,-80.72,-64.7,0.05,-0.02,0.01,-9.67,1.42,0.67,0,9999,38.219505,-85.753372,1105,7/25/2017,4:19:36,440,37.9,37.9,330.15,1.49,1.49,573386,3073,45,27.89,100186.36,44.55,95.23
2561461,117.31,-80.56,-60.31,0.06,-0.08,0.01,-9.67,1.39,0.79,117.3,-80.55,-60.36,0.07,-0.06,0.03,-9.67,1.39,0.79,0,9999,38.219505,-85.753372,1112,7/25/2017,4:19:37,207,37.9,37.9,330.15,1.49,1.49,573542,3073,45,27.9,100184.03,44.59,95.43
2562129,117.5,-80.62,-61.12,0.13,-0.01,0,-9.67,1.39,0.76,117.5,-80.62,-61,0.07,-0.05,0.01,-9.67,1.39,0.76,0,9999,38.219505,-85.753372,1118,7/25/2017,4:19:37,876,37.9,37.9,330.15,1.49,1.49,573554,3073,45,27.9,100179.94,44.64,95.77
2562776,117.56,-80.62,-61.06,0.09,-0.11,0.02,-9.67,1.39,0.77,117.56,-80.62,-61.16,0.06,-0.1,-0.01,-9.67,1.39,0.76,0,9999,38.219505,-85.753372,1125,7/25/2017,4:19:38,537,37.9,37.9,330.15,1.49,1.49,573698,3073,45,27.9,100177.61,44.61,95.97
2564706,117.62,-80.12,-61.88,0.04,-0.13,-0.01,-9.66,1.47,0.78,117.63,-80.13,-62.15,0.05,-0.09,-0.01,-9.66,1.48,0.78,0,9999,38.219505,-85.753372,1144,7/25/2017,4:19:40,2469,37.9,37.9,330.15,1.49,1.49,573916,3073,45,27.9,100179.76,44.6,95.79
2565353,118.5,-80.81,-63.56,0.05,-0.03,0.01,-9.68,1.39,0.69,118.5,-80.78,-63.05,0.04,-0.06,0,-9.68,1.39,0.7,0,9999,38.219505,-85.753372,1150,7/25/2017,4:19:41,3113,37.9,37.9,330.15,1.49,1.49,574128,3073,45,27.91,100180.16,44.65,95.75
2566001,118.12,-80.69,-64.38,0.07,-0.04,-0.02,-9.67,1.43,0.68,118.1,-80.69,-64.38,0.04,-0.06,-0.03,-9.67,1.42,0.68,0,9999,38.219505,-85.753372,1157,7/25/2017,4:19:41,617,37.9,37.9,330.15,1.49,1.49,574196,3073,45,27.91,100184.27,44.65,95.41
2566666,117.81,-80.62,-63.62,0.03,-0.1,0.04,-9.67,1.42,0.7,117.89,-80.63,-63.84,0.04,-0.06,-0.01,-9.67,1.42,0.7,0,9999,38.219505,-85.753372,1164,7/25/2017,4:19:42,413,37.9,37.9,330.15,1.49,1.49,574352,3073,45,27.91,100180.98,44.65,95.69
2567300,119.25,-81.19,-54.19,0.01,0,0.04,-9.69,1.21,0.87,119.05,-80.98,-54.81,0.06,-0.01,0.04,-9.68,1.25,0.88,0,9999,38.219505,-85.753372,1170,7/25/2017,4:19:43,53,37.9,37.9,330.15,1.49,1.49,574508,3073,45,27.91,100182.34,44.66,95.57
2567947,118.56,-82.69,-42.94,0.17,-0.55,0,-9.72,0.84,0.9,118.83,-82.59,-44.79,0.16,-0.21,0.02,-9.72,0.88,0.89,0,9999,38.219505,-85.753372,1176,7/25/2017,4:19:43,702,37.9,37.9,330.15,1.49,1.49,574508,3073,45,27.91,100180.98,44.64,95.69
2568575,117.75,-83.56,-4.75,-0.05,-0.19,0.05,-9.74,0.81,0.73,117.81,-83.53,-4.81,-0.02,-0.08,0.01,-9.74,0.82,0.73,0,9999,38.219505,-85.753372,1183,7/25/2017,4:19:44,325,37.9,37.9,330.15,1.49,1.49,574664,3073,45,27.92,100180.39,44.62,95.74
2569203,118.94,-83.44,-4.62,0.12,0.09,-0.1,-9.74,0.79,0.78,118.71,-83.44,-4.58,0.02,0.03,-0.01,-9.74,0.78,0.78,0,9999,38.219505,-85.753372,1189,7/25/2017,4:19:45,953,37.9,37.9,330.15,1.49,1.49,574748,3073,45,27.92,100183.12,44.62,95.51
2569840,118.88,-82.62,-44.12,0.12,-0.01,-0.03,-9.72,0.87,0.89,118.97,-82.71,-43.44,0.09,-0.02,0.04,-9.72,0.85,0.89,0,9999,38.219505,-85.753372,1195,7/25/2017,4:19:45,590,37.9,37.9,330.15,1.49,1.49,574820,3073,45,27.92,100179.03,44.6,95.62
2570475,117,-82.44,-44.81,0.06,0.05,0.12,-9.72,0.9,0.91,117.44,-82.39,-44.06,0.07,0.1,0.05,-9.72,0.89,0.92,0,9999,38.219505,-85.753372,1202,7/25/2017,4:19:46,90,37.9,37.9,330.15,1.49,1.49,575100,3073,45,27.92,100179.03,44.66,95.85
2571100,117,-82.81,-42.12,0.03,0.04,-0.11,-9.73,0.81,0.9,116.12,-82.89,-41.67,0.07,-0.09,-0.05,-9.73,0.8,0.9,0,9999,38.219505,-85.753372,1208,7/25/2017,4:19:46,716,37.9,37.9,330.15,1.49,1.49,575100,3073,45,27.92,100183.94,44.67,95.44
2571723,119.62,-82.75,-55.81,0.07,-0.04,0.02,-9.72,1.01,0.68,120.19,-82.79,-55.07,0.08,0.08,-0.03,-9.72,1,0.7,0,9999,38.219505,-85.753372,1214,7/25/2017,4:19:47,424,37.9,37.9,330.15,1.49,1.49,575256,3073,45,27.93,100180.66,44.62,95.71
2572384,116.88,-81.5,-63.88,0.06,0.08,0.03,-9.69,1.3,0.63,116.85,-81.59,-62.08,0.08,0.02,0.03,-9.7,1.26,0.66,0,9999,38.219505,-85.753372,1221,7/25/2017,4:19:48,130,37.9,37.9,330.15,1.49,1.49,575412,3073,45,27.92,100178.88,44.65,95.86
2573022,117.31,-81.31,-62.44,0.11,-0.04,0.04,-9.69,1.31,0.68,117.3,-81.27,-63.33,0.1,0,0.01,-9.69,1.32,0.66,0,9999,38.219505,-85.753372,1227,7/25/2017,4:19:48,768,37.9,37.9,330.15,1.49,1.49,575412,3073,45,27.93,100182.43,44.64,95.56
2573670,118.56,-81.25,-56.88,0.02,0.04,0.02,-9.69,1.24,0.81,118.46,-81.18,-57.38,0.08,0.02,-0.02,-9.69,1.26,0.8,0,9999,38.219505,-85.753372,1234,7/25/2017,4:19:49,375,37.9,37.9,330.15,1.49,1.49,575568,3073,45,27.93,100181.47,44.66,95.64
2574327,118.38,-81.19,-56.75,0.06,-0.04,0.09,-9.69,1.25,0.82,118.45,-81.25,-56.47,0.06,-0.02,0.06,-9.69,1.24,0.82,0,9999,38.219505,-85.753372,1240,7/25/2017,4:19:50,86,37.9,37.9,330.15,1.49,1.49,575724,3073,45,27.93,100185.95,44.69,95.27
2574975,118.12,-81.56,-59.75,-0.09,-0.06,-0.02,-9.7,1.24,0.72,118.19,-81.48,-59.37,0,-0.07,0,-9.7,1.24,0.73,0,9999,38.219505,-85.753372,1247,7/25/2017,4:19:50,733,37.9,37.9,330.15,1.49,1.49,575724,3073,45,27.93,100187.31,44.66,95.15
2575639,118.25,-81.5,-57.31,0.12,-0.1,-0.04,-9.69,1.21,0.77,118.22,-81.54,-57.71,0.07,-0.05,0.01,-9.7,1.21,0.76,0,9999,38.219505,-85.753372,1253,7/25/2017,4:19:51,205,37.9,37.9,330.15,1.49,1.49,576004,3073,45,27.93,100184.58,44.67,95.38
2576291,118.19,-81.31,-57.94,0.06,0,-0.12,-9.69,1.25,0.78,118.23,-81.32,-57.76,0.07,-0.02,-0.06,-9.69,1.25,0.78,0,9999,38.219505,-85.753372,1260,7/25/2017,4:19:52,44,37.9,37.9,330.15,1.49,1.49,576160,3073,45,27.94,100184.98,44.64,95.35
2576950,118.25,-81.12,-56.81,0.09,0.01,-0.05,-9.68,1.26,0.82,118.23,-81.13,-56.82,0.07,-0.01,-0.02,-9.68,1.26,0.82,0,9999,38.219505,-85.753372,1266,7/25/2017,4:19:52,701,37.9,37.9,330.15,1.49,1.49,576160,3073,45,27.94,100178.16,44.67,95.92
2577598,118.44,-81.31,-57.12,0.11,-0.02,-0.1,-9.69,1.24,0.8,118.42,-81.27,-57.12,0.08,0,-0.1,-9.69,1.24,0.8,0,9999,38.219505,-85.753372,1273,7/25/2017,4:19:53,354,37.9,37.9,330.15,1.49,1.49,576316,3073,45,27.94,100182.25,44.71,95.58
2578248,119.44,-81.19,-54.69,0.09,0.05,-0.15,-9.69,1.22,0.86,119.33,-81.19,-54.62,0.1,0.02,-0.1,-9.69,1.21,0.86,0,9999,38.219505,-85.753372,1279,7/25/2017,4:19:54,4,37.9,37.9,330.15,1.49,1.49,576444,3073,45,27.94,100178.56,44.69,95.89
2578888,119.62,-81.56,-57,0.09,0.05,-0.25,-9.7,1.2,0.78,119.61,-81.49,-57.02,0.09,0.04,-0.17,-9.69,1.21,0.78,0,9999,38.219505,-85.753372,1286,7/25/2017,4:19:54,644,37.9,37.9,330.15,1.49,1.49,576472,3073,45,27.94,100181.7,44.71,95.63
2579530,119.88,-81.44,-53.81,0.05,0.03,-0.11,-9.69,1.17,0.86,119.86,-81.48,-54.32,0.03,0.04,-0.1,-9.69,1.17,0.84,0,9999,38.219505,-85.753372,1292,7/25/2017,4:19:55,235,37.9,37.9,330.15,1.49,1.49,576628,3073,45,27.94,100183.48,44.73,95.48
