millis,Heading / Euler X (degrees Magnetic) [raw],Roll / Euler Y [raw],Pitch / Euler Z [raw],Linear Accel (X) [raw],Linear Accel (Y) [raw],Linear Accel (Z) [raw],Gravity Accel (X) [raw],Gravity Accel (Y) [raw],Gravity Accel (Z) [raw],Heading / Euler X,Roll / Euler Y,Pitch / Euler Z,Linear Accel (X),Linear Accel (Y),Linear Accel (Z),Gravity Accel (X),Gravity Accel (Y),Gravity Accel (Z),# Satellites Tracking,HDOP (Horizontal Dilution of Precision),Latitude,Longitude,Fix Age,Date (UTC),Time (UTC),Date Age,Altitude (meters) [raw],Altitude (meters),Vehicle Heading (degrees True),Vehicle Speed (knots) [raw],Vehicle Speed (knots),Characters Received,Sentences Received,# Checksum Failures,Ambient Temperature (*Celcius),Ambient Pressure (Pascal) [raw],Relative Humidity (%),Altitude (meters) [raw]
518268,86.75,-0.88,1.12,0.01,-0.12,-0.06,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.12,-0.06,-0.15,-0.19,9.8,3,263,38.218761,-85.752953,5,7/25/2017,3:45:34,965,183.2,146.85,****** ,***** ,0,88364,1,8,27.6,100143.78,44.32,98.81
518285,86.75,-0.88,1.12,0,-0.09,-0.01,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.11,-0.05,-0.15,-0.19,9.8,3,263,38.218761,-85.752953,20,7/25/2017,3:45:34,980,183.2,163.46,****** ,***** ,0,88380,1,8,27.6,100138.31,44.33,99.27
518304,86.75,-0.88,1.12,0,-0.1,-0.01,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.11,-0.04,-0.15,-0.19,9.8,3,263,38.218761,-85.752953,43,7/25/2017,3:45:34,1003,183.2,170.01,****** ,***** ,0,88400,1,8,27.6,100138.31,44.33,99.27
518323,86.75,-0.88,1.12,-0.01,-0.11,-0.1,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.11,-0.05,-0.15,-0.19,9.8,3,263,38.218761,-85.752953,59,7/25/2017,3:45:34,1019,183.2,173.59,****** ,***** ,0,88416,1,8,27.6,100138.31,44.33,99.27
518344,86.75,-0.88,1.12,0,-0.1,0,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.11,-0.04,-0.15,-0.19,9.8,3,263,38.218761,-85.752953,82,7/25/2017,3:45:34,1042,183.2,175.87,****** ,***** ,0,88436,1,8,27.6,100138.31,44.33,99.27
518362,86.75,-0.88,1.12,0,-0.1,-0.13,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.11,-0.06,-0.15,-0.19,9.8,3,263,38.218761,-85.752953,97,7/25/2017,3:45:34,1058,183.2,177.46,****** ,***** ,0,88456,1,8,27.61,100141.45,44.28,99.01
518382,86.75,-0.88,1.12,-0.02,-0.11,-0.03,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.11,-0.05,-0.15,-0.19,9.8,3,263,38.218761,-85.752953,3,7/25/2017,3:45:34,3,183.2,178.64,102.72,0.22,0.18,88472,2,8,27.61,100141.45,44.28,99.01
518395,86.75,-0.88,1.12,0,-0.12,-0.02,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.11,-0.05,-0.15,-0.19,9.8,3,263,38.218761,-85.752953,19,7/25/2017,3:45:34,19,183.2,179.53,102.72,0.22,0.2,88484,2,8,27.61,100141.45,44.28,99.01
518413,86.75,-0.88,1.12,-0.01,-0.1,-0.13,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.11,-0.06,-0.15,-0.19,9.8,3,263,38.218761,-85.752953,36,7/25/2017,3:45:34,36,183.2,180.23,102.72,0.22,0.2,88504,2,8,27.61,100141.45,44.28,99.01
519185,86.75,-0.88,1.12,0,-0.13,-0.03,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.12,-0.05,-0.15,-0.19,9.8,3,263,38.218761,-85.752953,806,7/25/2017,3:45:34,807,183.2,183.2,102.72,0.22,0.22,88526,2,8,27.6,100143.95,44.3,98.8
520095,86.75,-0.88,1.12,0,-0.11,-0.03,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.12,-0.06,-0.15,-0.19,9.8,3,263,38.218761,-85.75296,712,7/25/2017,3:45:35,712,183.2,183.2,106.09,0.2,0.2,88744,4,8,27.6,100143.37,44.28,98.85
521045,86.75,-0.88,1.12,-0.02,-0.12,-0.01,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.12,-0.05,-0.15,-0.19,9.8,3,263,38.218777,-85.752998,266,7/25/2017,3:45:36,266,183.2,183.2,140.13,0.09,0.09,89306,8,8,27.61,100145.95,44.25,98.63
522009,86.75,-0.88,1.12,-0.04,-0.12,-0.15,-0.15,-0.19,9.8,86.75,-0.88,1.12,-0.01,-0.11,-0.07,-0.15,-0.19,9.8,3,263,38.218777,-85.752998,1229,7/25/2017,3:45:36,1229,183.2,183.2,140.13,0.09,0.09,89306,8,8,27.61,100145.41,44.3,98.68
522811,86.75,-0.88,1.12,0,-0.09,-0.14,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.11,-0.07,-0.15,-0.19,9.8,3,263,38.218784,-85.753014,388,7/25/2017,3:45:38,388,183.2,183.2,94.96,0.07,0.07,89538,10,8,27.62,100144.41,44.29,98.76
523700,86.75,-0.88,1.12,0,-0.09,-0.05,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.11,-0.08,-0.15,-0.19,9.8,3,263,38.2188,-85.753044,313,7/25/2017,3:45:39,313,183.2,183.2,324.7,0.09,0.09,89772,12,8,27.61,100144.04,44.29,98.79
524674,86.75,-0.88,1.12,0,-0.11,-0.05,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.11,-0.07,-0.15,-0.19,9.8,3,263,38.218815,-85.753082,300,7/25/2017,3:45:40,300,183.2,183.2,295.16,0.22,0.21,90006,14,8,27.61,100139.53,44.25,99.17
525649,86.75,-0.88,1.12,-0.01,-0.12,0,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.11,-0.05,-0.15,-0.19,9.8,3,264,38.218822,-85.753105,163,7/25/2017,3:45:41,163,183.2,183.2,289.84,0.31,0.3,90334,16,8,27.61,100139.53,44.27,99.17
526571,86.75,-0.88,1.12,0,-0.11,-0.1,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.11,-0.06,-0.15,-0.19,9.8,3,264,38.218849,-85.753151,6,7/25/2017,3:45:42,126,183.2,183.2,302.4,0.36,0.35,90646,19,8,27.61,100146.77,44.27,98.56
527476,86.75,-0.88,1.12,0,-0.11,-0.04,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.12,-0.06,-0.15,-0.19,9.8,3,264,38.218849,-85.753151,785,7/25/2017,3:45:42,786,183.2,183.2,312.16,0.43,0.43,90802,20,8,27.62,100141.68,44.27,98.99
528320,86.75,-0.88,1.12,-0.02,-0.11,-0.09,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.11,-0.07,-0.15,-0.19,9.8,3,264,38.218853,-85.753174,47,7/25/2017,3:45:44,1632,183.1,183.15,312.16,0.43,0.43,90930,21,8,27.61,100141.3,44.27,99.02
529293,86.75,-0.88,1.12,-0.01,-0.13,-0.02,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.11,-0.04,-0.15,-0.19,9.8,3,264,38.218861,-85.753189,46,7/25/2017,3:45:45,897,183.1,183.1,327.5,0.26,0.26,91148,23,8,27.61,100147.73,44.27,98.48
530170,86.75,-0.88,1.12,0,-0.12,-0.08,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.12,-0.07,-0.15,-0.19,9.8,3,264,38.218861,-85.753189,786,7/25/2017,3:45:45,786,183.1,183.1,322.23,0.22,0.22,91270,24,8,27.61,100142.67,44.25,98.91
531131,86.75,-0.88,1.12,0,-0.11,-0.04,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.1,-0.06,-0.15,-0.19,9.8,3,264,38.218864,-85.753212,639,7/25/2017,3:45:46,639,183.1,183.1,299.79,0.19,0.19,91609,26,8,27.61,100140.9,44.3,99.05
532081,86.75,-0.88,1.12,-0.02,-0.11,-0.04,-0.15,-0.19,9.8,86.75,-0.88,1.12,-0.01,-0.11,-0.06,-0.15,-0.19,9.8,3,264,38.218864,-85.75322,681,7/25/2017,3:45:47,681,183.1,183.1,280.76,0.25,0.25,91843,28,8,27.61,100139.53,44.26,99.17
533064,86.75,-0.88,1.12,-0.01,-0.11,-0.1,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.11,-0.07,-0.15,-0.19,9.8,3,264,38.218872,-85.75325,427,7/25/2017,3:45:48,427,183.1,183.1,290.2,0.32,0.32,92311,32,8,27.61,100140.49,44.27,99.09
533939,86.75,-0.88,1.12,0,-0.1,-0.08,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.11,-0.08,-0.15,-0.19,9.8,3,264,38.218872,-85.75325,1303,7/25/2017,3:45:48,1303,183.1,183.1,290.2,0.32,0.32,92311,32,8,27.61,100142.81,44.25,98.89
534767,86.75,-0.88,1.12,-0.01,-0.12,-0.1,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.12,-0.07,-0.15,-0.19,9.8,3,264,38.218872,-85.753258,386,7/25/2017,3:45:50,386,183.1,183.1,280.61,0.24,0.24,92545,34,8,27.61,100143.22,44.27,98.86
535637,86.75,-0.88,1.12,0,-0.11,-0.04,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.11,-0.06,-0.15,-0.19,9.8,3,265,38.218872,-85.753265,147,7/25/2017,3:45:51,147,183.1,183.1,282.36,0.27,0.27,92884,36,8,27.61,100140.08,44.25,99.12
536583,86.75,-0.88,1.12,0,-0.1,-0.02,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.12,-0.06,-0.15,-0.19,9.8,3,264,38.218872,-85.753273,204,7/25/2017,3:45:52,204,183.1,183.1,259.9,0.19,0.2,93118,38,8,27.61,100140.08,44.28,99.12
537564,86.75,-0.88,1.12,0,-0.11,-0.07,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.11,-0.05,-0.15,-0.19,9.8,3,265,38.218868,-85.753281,177,7/25/2017,3:45:53,177,183.1,183.1,230.4,0.21,0.21,93352,40,8,27.61,100142.67,44.26,98.91
538438,86.75,-0.88,1.12,0,-0.13,0,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.12,-0.04,-0.15,-0.19,9.8,3,264,38.218868,-85.753281,48,7/25/2017,3:45:54,48,183.1,183.1,213.63,0.16,0.18,93600,42,8,27.62,100138.95,44.26,99.22
539304,86.75,-0.88,1.12,0,-0.11,-0.11,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.11,-0.07,-0.15,-0.19,9.8,3,264,38.218868,-85.753288,677,7/25/2017,3:45:54,677,183.1,183.1,212.72,0.16,0.16,93820,44,8,27.62,100145.78,44.24,98.64
540280,86.75,-0.88,1.12,0,-0.11,-0.01,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.12,-0.04,-0.15,-0.19,9.8,3,265,38.218864,-85.753288,24,7/25/2017,3:45:56,1652,183.1,183.1,212.72,0.16,0.16,93916,45,8,27.62,100137.99,44.26,99.3
541242,86.75,-0.88,1.12,-0.01,-0.11,0,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.11,-0.05,-0.15,-0.19,9.8,3,265,38.218864,-85.753288,748,7/25/2017,3:45:56,748,183.1,183.1,240.62,0.16,0.16,94179,46,8,27.62,100138.4,44.24,99.26
542167,86.75,-0.88,1.12,-0.01,-0.09,-0.02,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.11,-0.05,-0.15,-0.19,9.8,3,264,38.218861,-85.753296,735,7/25/2017,3:45:57,735,183.1,183.1,227.49,0.2,0.2,94393,48,8,27.62,100141.12,44.28,99.04
543115,86.75,-0.88,1.12,0,-0.12,-0.02,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.11,-0.06,-0.15,-0.19,9.8,3,265,38.218864,-85.753304,738,7/25/2017,3:45:58,738,183.1,183.1,239.38,0.13,0.13,94627,50,8,27.62,100147,44.26,98.54
544053,86.75,-0.88,1.12,-0.02,-0.11,-0.05,-0.15,-0.19,9.8,86.75,-0.88,1.12,-0.01,-0.11,-0.06,-0.15,-0.19,9.8,3,265,38.218861,-85.753304,619,7/25/2017,3:45:59,619,183.1,183.1,226.26,0.19,0.19,94861,52,8,27.62,100144.27,44.25,98.77
544889,86.75,-0.88,1.12,0,-0.11,-0.03,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.11,-0.04,-0.15,-0.19,9.8,3,265,38.218845,-85.753304,147,7/25/2017,3:46:00,147,183.1,183.1,192.25,0.38,0.36,95434,56,8,27.63,100143.72,44.26,98.82
545861,86.75,-0.88,1.12,-0.01,-0.15,-0.11,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.13,-0.07,-0.15,-0.19,9.8,3,265,38.218845,-85.753304,1118,7/25/2017,3:46:00,1118,183.1,183.1,192.25,0.38,0.38,95434,56,8,27.63,100146.05,44.22,98.62
546831,86.75,-0.88,1.12,0,-0.12,-0.02,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.11,-0.06,-0.15,-0.19,9.8,3,265,38.218838,-85.753311,446,7/25/2017,3:46:02,447,183.1,183.1,187.72,0.42,0.42,95668,58,8,27.62,100141.53,44.22,99
547755,86.75,-0.88,1.12,-0.01,-0.12,-0.09,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.12,-0.05,-0.15,-0.19,9.8,3,265,38.21883,-85.753304,329,7/25/2017,3:46:03,329,183.1,183.1,168.96,0.5,0.5,95902,60,8,27.63,100141.94,44.24,98.97
548671,86.75,-0.88,1.12,0,-0.11,0,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.11,-0.05,-0.15,-0.19,9.8,3,265,38.218826,-85.753304,294,7/25/2017,3:46:04,294,183.1,183.1,150.45,0.56,0.56,96136,62,8,27.63,100146.05,44.24,98.62
549562,86.75,-0.88,1.12,0,-0.12,-0.06,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.11,-0.07,-0.15,-0.19,9.8,3,265,38.218819,-85.753304,173,7/25/2017,3:46:05,173,183.1,183.1,151.09,0.58,0.58,96370,64,8,27.63,100139.03,44.24,99.21
550473,86.75,-0.88,1.12,0,-0.11,-0.01,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.12,-0.06,-0.15,-0.19,9.8,3,265,38.218815,-85.753304,211,7/25/2017,3:46:06,1085,183.1,183.1,151.09,0.58,0.58,96654,65,8,27.63,100142.72,44.25,98.9
551419,86.75,-0.88,1.12,0,-0.1,-0.02,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.11,-0.05,-0.15,-0.19,9.8,3,265,38.218807,-85.753304,675,7/25/2017,3:46:06,675,183.1,183.1,153.31,0.71,0.71,96943,68,8,27.63,100143.13,44.24,98.87
552369,86.75,-0.88,1.12,0,-0.12,-0.01,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.12,-0.05,-0.15,-0.19,9.8,3,266,38.218807,-85.753304,112,7/25/2017,3:46:08,1624,183.1,183.1,153.31,0.71,0.71,97127,69,8,27.63,100144.5,44.18,98.75
553277,86.75,-0.88,1.12,-0.01,-0.12,-0.02,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.12,-0.06,-0.15,-0.19,9.8,3,266,38.218803,-85.753296,27,7/25/2017,3:46:09,894,183.1,183.1,147.77,0.67,0.67,97273,71,8,27.63,100144.09,44.24,98.79
554182,86.75,-0.88,1.12,0,-0.11,0,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.12,-0.04,-0.15,-0.19,9.8,3,266,38.218803,-85.753296,793,7/25/2017,3:46:09,793,183.1,183.1,141.72,0.73,0.73,97415,72,8,27.64,100147.64,44.23,98.49
555132,86.75,-0.88,1.12,-0.02,-0.12,-0.06,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.11,-0.06,-0.15,-0.19,9.8,3,265,38.218803,-85.753296,742,7/25/2017,3:46:10,742,183.1,183.1,139.98,0.67,0.67,97645,74,8,27.64,100149,44.21,98.37
556054,86.75,-0.88,1.12,-0.02,-0.11,-0.11,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.11,-0.07,-0.15,-0.19,9.8,3,266,38.218803,-85.753296,557,7/25/2017,3:46:11,557,183.1,183.1,141.93,0.68,0.68,97984,76,8,27.63,100147.23,44.2,98.52
556910,86.75,-0.88,1.12,-0.02,-0.12,-0.04,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.11,-0.06,-0.15,-0.19,9.8,3,266,38.218803,-85.753304,291,7/25/2017,3:46:12,291,183.1,183.1,141.45,0.5,0.5,98452,80,8,27.64,100143.54,44.23,98.83
557774,86.75,-0.88,1.12,-0.01,-0.11,-0.01,-0.15,-0.19,9.8,86.75,-0.88,1.12,-0.01,-0.11,-0.05,-0.15,-0.19,9.8,3,266,38.218803,-85.753304,1155,7/25/2017,3:46:12,1156,183.1,183.1,141.45,0.5,0.5,98452,80,8,27.64,100138.08,44.19,99.29
558710,86.75,-0.88,1.12,0,-0.11,-0.03,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.12,-0.05,-0.15,-0.19,9.8,3,266,38.218803,-85.753296,320,7/25/2017,3:46:14,320,183.1,183.1,130.56,0.61,0.61,98686,82,8,27.64,100143.95,44.21,98.8
559636,86.75,-0.88,1.12,0,-0.12,-0.15,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.12,-0.06,-0.15,-0.19,9.8,3,266,38.218796,-85.753288,257,7/25/2017,3:46:15,258,183.1,183.1,134.79,0.71,0.7,98920,84,8,27.64,100147.09,44.23,98.53
560559,86.75,-0.88,1.12,-0.01,-0.11,-0.05,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.11,-0.07,-0.15,-0.19,9.8,3,266,38.218796,-85.753288,60,7/25/2017,3:46:16,60,183.1,183.1,138.76,0.6,0.65,99259,86,8,27.64,100141.62,44.23,98.99
561528,86.75,-0.88,1.12,0,-0.1,-0.04,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.12,-0.07,-0.15,-0.19,9.8,3,266,38.218796,-85.753296,147,7/25/2017,3:46:17,147,183.1,183.1,151.1,0.45,0.48,99493,88,8,27.64,100146.68,44.24,98.57
562321,86.75,-0.88,1.12,0,-0.12,-0.02,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.12,-0.05,-0.15,-0.19,9.8,3,266,38.218796,-85.753296,4,7/25/2017,3:46:18,938,183.1,183.1,151.1,0.45,0.45,99581,89,8,27.64,100146.12,44.21,98.61
563187,86.75,-0.88,1.12,-0.02,-0.11,-0.15,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.11,-0.09,-0.15,-0.19,9.8,3,266,38.218796,-85.753296,502,7/25/2017,3:46:18,503,183.1,183.1,151.24,0.45,0.45,99961,92,8,27.65,100146.5,44.2,98.58
564128,86.75,-0.88,1.12,0,-0.08,-0.01,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.11,-0.06,-0.15,-0.19,9.8,3,266,38.218796,-85.753296,1442,7/25/2017,3:46:18,1443,183.1,183.1,151.24,0.45,0.45,99961,92,8,27.64,100148.86,44.23,98.39
565159,86.75,-0.88,1.12,-0.01,-0.13,-0.04,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.12,-0.08,-0.15,-0.19,9.8,3,267,38.218788,-85.753296,723,7/25/2017,3:46:20,723,183.1,183.1,153.04,0.42,0.42,100195,94,8,27.65,100141.04,44.19,99.04
566129,86.75,-0.88,1.12,0,-0.14,-0.13,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.11,-0.05,-0.15,-0.19,9.8,3,267,38.218788,-85.753296,644,7/25/2017,3:46:21,644,183.1,183.1,159.65,0.47,0.47,100534,96,8,27.65,100142.27,44.17,98.94
566925,86.75,-0.88,1.12,0,-0.13,-0.03,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.11,-0.06,-0.15,-0.19,9.8,3,267,38.218788,-85.753288,550,7/25/2017,3:46:22,550,183.1,183.1,154.68,0.39,0.39,100768,98,8,27.66,100142.67,44.18,98.91
567858,86.75,-0.88,1.12,0,-0.12,-0.06,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.12,-0.07,-0.15,-0.19,9.8,3,267,38.218784,-85.753288,486,7/25/2017,3:46:23,486,183.1,183.1,148.31,0.4,0.4,101002,100,8,27.66,100145.8,44.2,98.64
568685,86.75,-0.88,1.12,0,-0.14,-0.14,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.12,-0.07,-0.15,-0.19,9.8,3,267,38.218784,-85.753288,20,7/25/2017,3:46:24,21,183.1,183.1,140.56,0.34,0.35,101446,104,8,27.66,100146.77,44.24,98.56
569616,86.75,-0.88,1.12,0,-0.11,-0.05,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.12,-0.05,-0.15,-0.19,9.8,3,267,38.218784,-85.753288,950,7/25/2017,3:46:24,950,183.1,183.1,140.56,0.34,0.34,101470,104,8,27.65,100142.27,44.19,98.94
570581,86.75,-0.88,1.12,-0.01,-0.1,-0.12,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.1,-0.07,-0.15,-0.19,9.8,3,267,38.218781,-85.753288,100,7/25/2017,3:46:26,101,183.1,183.1,135.82,0.45,0.42,101801,106,8,27.66,100145.4,44.22,98.68
571573,86.75,-0.88,1.12,-0.03,-0.11,-0.02,-0.15,-0.19,9.8,86.75,-0.88,1.12,-0.01,-0.11,-0.06,-0.15,-0.19,9.8,3,267,38.218781,-85.753288,183,7/25/2017,3:46:27,184,183.1,183.1,137.2,0.42,0.42,102035,108,8,27.66,100143.08,44.16,98.87
572491,86.75,-0.88,1.12,0,-0.13,-0.09,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.12,-0.07,-0.15,-0.19,9.8,3,267,38.218777,-85.753281,103,7/25/2017,3:46:28,103,183.1,183.1,147.15,0.37,0.39,102269,110,8,27.66,100139.38,44.21,99.18
573341,86.75,-0.88,1.12,0,-0.11,-0.14,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.11,-0.09,-0.15,-0.19,9.8,3,267,38.218777,-85.753281,86,7/25/2017,3:46:29,952,183.1,183.1,147.15,0.37,0.37,102429,111,8,27.66,100142.49,44.15,98.92
574253,86.75,-0.88,1.12,0,-0.12,-0.06,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.12,-0.08,-0.15,-0.19,9.8,3,267,38.218777,-85.753281,868,7/25/2017,3:46:29,868,183.1,183.1,147.64,0.4,0.4,102575,112,8,27.66,100141.12,44.15,99.04
575220,86.75,-0.88,1.12,0,-0.11,-0.05,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.11,-0.06,-0.15,-0.19,9.8,3,267,38.218777,-85.753281,493,7/25/2017,3:46:30,493,183.1,183.1,144.8,0.48,0.48,103068,116,8,27.67,100144.27,44.16,98.77
576222,86.75,-0.88,1.12,-0.01,-0.1,-0.13,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.11,-0.06,-0.15,-0.19,9.8,3,267,38.218777,-85.753281,1494,7/25/2017,3:46:30,1494,183.1,183.1,144.8,0.48,0.48,103120,116,8,27.67,100143.3,44.15,98.85
577117,86.75,-0.88,1.12,0,-0.12,-0.06,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.11,-0.05,-0.15,-0.19,9.8,3,267,38.218773,-85.753281,747,7/25/2017,3:46:32,747,183.1,183.1,137.81,0.42,0.42,103302,118,8,27.67,100143.3,44.17,98.85
578097,86.75,-0.88,1.12,0,-0.11,-0.03,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.11,-0.05,-0.15,-0.19,9.8,3,267,38.218769,-85.753273,694,7/25/2017,3:46:33,694,183.1,183.1,142.72,0.51,0.51,103536,120,8,27.67,100143.71,44.14,98.82
579057,86.75,-0.88,1.12,-0.01,-0.12,-0.02,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.11,-0.04,-0.15,-0.19,9.8,3,267,38.218769,-85.753273,673,7/25/2017,3:46:34,674,183.1,183.1,148.69,0.33,0.33,103770,122,8,27.67,100143.71,44.17,98.82
580014,86.75,-0.88,1.12,0,-0.11,-0.08,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.11,-0.04,-0.15,-0.19,9.8,3,268,38.218765,-85.753273,607,7/25/2017,3:46:35,608,183.1,183.1,156.05,0.25,0.25,104004,124,8,27.67,100144.67,44.17,98.74
580837,86.75,-0.88,1.12,-0.02,-0.14,-0.12,-0.15,-0.19,9.8,86.75,-0.88,1.12,-0.01,-0.11,-0.06,-0.15,-0.19,9.8,3,267,38.218765,-85.753273,93,7/25/2017,3:46:36,93,183.1,183.1,162.36,0.37,0.35,104569,128,8,27.67,100139.61,44.19,99.16
581796,86.75,-0.88,1.12,0,-0.09,-0.01,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.11,-0.05,-0.15,-0.19,9.8,3,267,38.218765,-85.753273,1051,7/25/2017,3:46:36,1051,183.1,183.1,162.36,0.37,0.37,104569,128,8,27.67,100144.12,44.12,98.78
582775,86.75,-0.88,1.12,-0.01,-0.11,-0.1,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.11,-0.07,-0.15,-0.19,9.8,3,268,38.218761,-85.753273,383,7/25/2017,3:46:38,383,183.1,183.1,167.21,0.39,0.39,104803,130,8,27.68,100142.17,44.12,98.95
583677,86.75,-0.88,1.12,0,-0.11,-0.09,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.12,-0.07,-0.15,-0.19,9.8,3,268,38.218761,-85.753273,278,7/25/2017,3:46:39,278,183.1,183.1,218.23,0.46,0.46,105037,132,8,27.67,100142.75,44.07,98.9
584644,86.75,-0.88,1.12,0,-0.11,-0.03,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.11,-0.07,-0.15,-0.19,9.8,3,268,38.218758,-85.753273,200,7/25/2017,3:46:40,200,183.1,183.1,236.56,0.49,0.49,105271,134,8,27.68,100143.94,44.11,98.8
585485,86.75,-0.88,1.12,-0.01,-0.11,-0.09,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.11,-0.07,-0.15,-0.19,9.8,3,268,38.218758,-85.753273,189,7/25/2017,3:46:41,1044,183.1,183.1,236.56,0.49,0.49,105523,135,8,27.68,100140.42,44.1,99.09
586433,86.75,-0.88,1.12,0,-0.1,-0.12,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.12,-0.09,-0.15,-0.19,9.8,3,268,38.218758,-85.753281,44,7/25/2017,3:46:42,44,183.1,183.1,239.44,0.51,0.52,105838,138,8,27.68,100140.8,44.09,99.06
587444,86.75,-0.88,1.12,0,-0.1,-0.04,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.11,-0.05,-0.15,-0.19,9.8,3,268,38.218758,-85.753281,801,7/25/2017,3:46:42,801,183.1,183.1,242.03,0.55,0.55,106070,140,8,27.68,100146.27,44.1,98.6
588361,86.75,-0.88,1.12,0,-0.12,-0.02,-0.15,-0.19,9.8,86.75,-0.88,1.12,0,-0.12,-0.06,-0.15,-0.19,9.8,3,268,38.218754,-85.753288,84,7/25/2017,3:46:44,1721,183.1,183.1,242.03,0.55,0.55,106238,141,8,27.68,100146.27,44.09,98.6
