TimeMilliseconds,Heading,Pitch,Roll,Lx,Ly,Lz,Lmag,Gx,Gy,Gz,GpsAltitudeIsValid,GpsAltitudeIsUpdated,GpsAltitudeAge,GpsAltitudeMeters,GpsCourseIsValid,GpsCourseIsUpdated,GpsCourseAge,GpsCourseDeg,GpsDateIsValid,GpsDateIsUpdated,Date Age,GpsTimeIsValid,GpsTimeIsUpdated,GpsTimeAge,Iso8601,HdopIsValid,HdopIsUpdated,HdopAge,HDOP (Horizontal Dilution of Precision),LocationIsVaLid,LocationIsUpdated,Fix Age,LocationLat,LocationLng,LocationRawLatBillionths,LocationRawLngBillionths,SatellitesTrackingIsValid,SatellitesTrackingIsUpdated,SatellitesTrackingAge,GpsSatellitesTrackingValue,GpsSpeedIsValid,GpsSpeedIsUpdated,GpsSpeedAge,Vehicle Speed (knots),Characters Received,Sentences Received,# Checksum Failures,GpsPassedChecksums,Ambient Temperature (*Celcius),Ambient Pressure (Pascal) [filtered],Relative Humidity (%),Altitude (meters) [filtered],Phase
8085265,-120.12,16.19,-15.5,2.38,2.27,-10.22,10.736,-2.37,-2.64,9.1,,,,0,,,,,,,386,,,,2017-08-05T23:17:02Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291805,0,61,,40.83,88255.38,21.84,1149.83,2
8085289,-118.19,16.98,-15.02,2.52,2.19,-10.2,10.732,-2.51,-2.56,9.09,,,,0,,,,,,,412,,,,2017-08-05T23:17:02Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291805,0,61,,40.83,88236.8,21.79,1151.56,2
8085319,-116.16,17.78,-14.5,2.66,2.1,-10.17,10.720,-2.63,-2.49,9.07,,,,0,,,,,,,440,,,,2017-08-05T23:17:02Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291805,0,61,,40.83,88221.59,21.79,1152.97,2
8085343,-114.2,18.54,-13.96,2.78,2.02,-10.16,10.725,-2.76,-2.41,9.06,,,,0,,,,,,,466,,,,2017-08-05T23:17:02Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291805,0,61,,40.83,88209.13,21.79,1154.13,2
8085373,-112.14,19.32,-13.36,2.91,1.94,-10.13,10.717,-2.89,-2.32,9.04,,,,0,,,,,,,494,,,,2017-08-05T23:17:02Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291805,0,61,,40.84,88190.68,21.79,1155.85,2
8085397,-110.14,20.05,-12.75,3.02,1.85,-10.11,10.712,-3.02,-2.22,9.02,,,,0,,,,,,,521,,,,2017-08-05T23:17:02Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291805,0,61,,40.84,88175.57,21.79,1157.26,2
8085428,-108.05,20.79,-12.09,3.14,1.76,-10.07,10.694,-3.14,-2.13,9,,,,0,,,,,,,550,,,,2017-08-05T23:17:02Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291805,0,61,,40.84,88156.4,21.72,1159.05,2
8085453,-106.04,21.48,-11.43,3.26,1.66,-10.05,10.695,-3.26,-2.02,8.98,,,,0,,,,,,,575,,,,2017-08-05T23:17:02Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291805,0,61,,40.84,88140.7,21.72,1160.51,2
8085483,-103.94,22.17,-10.71,3.37,1.57,-10.01,10.678,-3.38,-1.92,8.96,,,,0,,,,,,,605,,,,2017-08-05T23:17:02Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291805,0,61,,40.84,88127.84,21.72,1161.71,2
8085505,-101.89,22.82,-9.98,3.48,1.47,-9.99,10.680,-3.49,-1.81,8.94,,,,0,,,,,,,630,,,,2017-08-05T23:17:02Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291805,0,61,,40.84,88111.14,21.74,1163.27,2
8085532,-99.9,23.42,-9.25,3.59,1.36,-9.95,10.665,-3.59,-1.7,8.92,,,,0,,,,,,,653,,,,2017-08-05T23:17:02Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291805,0,61,,40.84,88097.46,21.74,1164.54,2
8085556,-97.92,24,-8.5,3.68,1.25,-9.93,10.663,-3.69,-1.59,8.91,,,,0,,,,,,,680,,,,2017-08-05T23:17:02Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291805,0,61,,40.84,88086.27,21.74,1165.58,2
8085588,-95.83,24.58,-7.69,3.78,1.13,-9.9,10.657,-3.79,-1.46,8.88,,,,0,,,,,,,711,,,,2017-08-05T23:17:02Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291805,0,61,,40.84,88070.3,21.72,1167.07,2
8085621,-93.66,25.15,-6.82,3.88,1,-9.86,10.643,-3.89,-1.33,8.86,,,,0,,,,,,,742,,,,2017-08-05T23:17:02Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291805,0,61,,40.84,88057.22,21.72,1168.29,2
8085645,-91.58,25.67,-5.96,3.96,0.87,-9.84,10.643,-3.98,-1.2,8.84,,,,0,,,,,,,770,,,,2017-08-05T23:17:02Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291805,0,61,,40.84,88039.65,21.68,1169.93,2
8085677,-89.42,26.18,-5.05,4.05,0.74,-9.8,10.630,-4.07,-1.07,8.82,,,,0,,,,,,,799,,,,2017-08-05T23:17:02Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291805,0,61,,40.84,88025.26,21.68,1171.27,2
8085701,-87.2,26.67,-4.09,4.13,0.6,-9.78,10.633,-4.15,-0.93,8.79,,,,0,,,,,,,823,,,,2017-08-05T23:17:02Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291821,0,61,,40.84,88013.48,21.68,1172.37,2
8085725,-85.19,27.09,-3.21,4.19,0.48,-9.74,10.614,-4.23,-0.8,8.77,,,,0,,,,,,,847,,,,2017-08-05T23:17:03Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291845,0,61,,40.84,87999.17,21.63,1173.71,2
8085754,-83.08,27.49,-2.25,4.26,0.35,-9.72,10.618,-4.3,-0.66,8.74,,,,0,,,,,,,878,,,,2017-08-05T23:17:03Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291873,0,61,,40.84,87987.45,21.63,1174.8,2
8085783,-80.88,27.88,-1.24,4.32,0.2,-9.68,10.602,-4.37,-0.52,8.72,,,,0,,,,,,,907,,,,2017-08-05T23:17:03Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291901,0,61,,40.84,87971,21.59,1176.34,2
8085814,-78.62,28.25,-0.19,4.38,0.06,-9.65,10.598,-4.44,-0.37,8.69,,,,0,,,,,,,4,,,,2017-08-05T23:17:03Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291929,0,61,,40.84,87957.52,21.59,1177.6,2
8085838,-76.45,28.56,0.84,4.45,-0.07,-9.62,10.600,-4.5,-0.22,8.67,,,,0,,,,,,,30,,,,2017-08-05T23:17:03Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291953,0,61,,40.84,87946.48,21.59,1178.63,2
8085869,-74.21,28.84,1.91,4.5,-0.21,-9.58,10.586,-4.55,-0.07,8.64,,,,0,,,,,,,59,,,,2017-08-05T23:17:03Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291961,0,61,,40.84,87930.15,21.53,1180.15,2
8085893,-72.08,29.09,2.95,4.55,-0.35,-9.57,10.602,-4.6,0.08,8.62,,,,0,,,,,,,86,,,,2017-08-05T23:17:03Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291961,0,61,,40.84,87916.77,21.53,1181.4,2
8085924,-69.87,29.3,4.03,4.6,-0.5,-9.53,10.594,-4.64,0.23,8.59,,,,0,,,,,,,114,,,,2017-08-05T23:17:03Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291961,0,61,,40.84,87899.64,21.51,1183,2
8085948,-67.73,29.48,5.09,4.63,-0.64,-9.51,10.597,-4.68,0.39,8.56,,,,0,,,,,,,140,,,,2017-08-05T23:17:03Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291961,0,61,,40.84,87885.62,21.51,1184.31,2
8085974,-65.66,29.62,6.13,4.66,-0.79,-9.47,10.584,-4.72,0.54,8.54,,,,0,,,,,,,164,,,,2017-08-05T23:17:03Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291961,0,61,,40.84,87874.12,21.51,1185.39,2
8086002,-63.5,29.73,7.21,4.69,-0.95,-9.45,10.593,-4.75,0.69,8.51,,,,0,,,,,,,194,,,,2017-08-05T23:17:03Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291961,0,61,,40.84,87858.49,21.45,1186.85,2
8086025,-61.54,29.8,8.21,4.71,-1.11,-9.41,10.581,-4.77,0.84,8.48,,,,0,,,,,,,215,,,,2017-08-05T23:17:03Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291961,0,61,,40.84,87845.69,21.45,1188.04,2
8086049,-59.57,29.85,9.22,4.73,-1.25,-9.37,10.570,-4.79,0.99,8.46,,,,0,,,,,,,240,,,,2017-08-05T23:17:03Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291961,0,61,,40.84,87835.2,21.45,1189.02,2
8086071,-57.63,29.86,10.22,4.74,-1.4,-9.33,10.558,-4.8,1.14,8.43,,,,0,,,,,,,261,,,,2017-08-05T23:17:03Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291961,0,61,,40.84,87821.64,21.44,1190.29,2
8086095,-55.68,29.85,11.23,4.76,-1.55,-9.31,10.571,-4.81,1.28,8.4,,,,0,,,,,,,288,,,,2017-08-05T23:17:03Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291961,0,61,,40.84,87810.53,21.44,1191.33,2
8086122,-53.75,29.81,12.23,4.77,-1.69,-9.27,10.561,-4.82,1.43,8.38,,,,0,,,,,,,312,,,,2017-08-05T23:17:03Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291961,0,61,,40.84,87801.44,21.44,1192.18,2
8086145,-51.82,29.75,13.23,4.78,-1.81,-9.24,10.559,-4.82,1.57,8.35,,,,0,,,,,,,339,,,,2017-08-05T23:17:03Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291961,0,61,,40.84,87787.7,21.4,1193.46,2
8086179,-49.78,29.64,14.3,4.78,-1.96,-9.2,10.551,-4.82,1.73,8.32,,,,0,,,,,,,370,,,,2017-08-05T23:17:03Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291961,0,61,,40.84,87776.45,21.4,1194.52,2
8086204,-47.8,29.51,15.33,4.78,-2.12,-9.18,10.565,-4.81,1.88,8.29,,,,0,,,,,,,398,,,,2017-08-05T23:17:03Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291961,0,61,,40.84,87760.94,21.39,1195.97,2
8086236,-45.6,29.33,16.49,4.76,-2.27,-9.14,10.552,-4.79,2.04,8.26,,,,0,,,,,,,429,,,,2017-08-05T23:17:03Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291961,0,61,,40.84,87748.23,21.39,1197.15,2
8086265,-43.53,29.12,17.57,4.73,-2.43,-9.1,10.540,-4.77,2.2,8.23,,,,0,,,,,,,455,,,,2017-08-05T23:17:03Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291961,0,61,,40.84,87737.84,21.39,1198.13,2
8086297,-41.29,28.86,18.74,4.71,-2.59,-9.07,10.543,-4.75,2.37,8.2,,,,0,,,,,,,489,,,,2017-08-05T23:17:03Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291961,0,61,,40.84,87724.09,21.38,1199.41,2
8086325,-39.2,28.57,19.83,4.68,-2.74,-9.02,10.525,-4.72,2.52,8.17,,,,0,,,,,,,515,,,,2017-08-05T23:17:03Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291961,0,61,,40.84,87712.84,21.38,1200.47,2
8086349,-37.2,28.26,20.86,4.65,-2.9,-8.99,10.529,-4.68,2.68,8.14,,,,0,,,,,,,540,,,,2017-08-05T23:17:03Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291961,0,61,,40.84,87699.54,21.34,1201.71,2
8086379,-35.16,27.91,21.92,4.61,-3.05,-8.96,10.528,-4.64,2.84,8.11,,,,0,,,,,,,569,,,,2017-08-05T23:17:03Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291961,0,61,,40.84,87688.64,21.34,1202.73,2
8086403,-33.23,27.55,22.91,4.56,-3.2,-8.91,10.508,-4.6,3,8.08,,,,0,,,,,,,596,,,,2017-08-05T23:17:03Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291961,0,61,,40.84,87679.71,21.34,1203.57,2
8086433,-31.26,27.14,23.92,4.52,-3.35,-8.87,10.504,-4.55,3.15,8.05,,,,0,,,,,,,626,,,,2017-08-05T23:17:03Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291961,0,61,,40.84,87667.44,21.34,1204.72,2
8086460,-29.36,26.72,24.88,4.47,-3.5,-8.83,10.498,-4.49,3.3,8.02,,,,0,,,,,,,651,,,,2017-08-05T23:17:03Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291961,0,61,,40.84,87657.38,21.34,1205.66,2
8086489,-27.43,26.25,25.85,4.41,-3.66,-8.8,10.502,-4.43,3.46,7.98,,,,0,,,,,,,680,,,,2017-08-05T23:17:03Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291961,0,61,,40.84,87642.79,21.32,1207.02,2
8086514,-25.59,25.78,26.77,4.35,-3.8,-8.76,10.493,-4.37,3.6,7.95,,,,0,,,,,,,704,,,,2017-08-05T23:17:03Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291961,0,61,,40.84,87630.84,21.32,1208.14,2
8086539,-23.82,25.29,27.65,4.28,-3.93,-8.74,10.495,-4.31,3.74,7.92,,,,0,,,,,,,730,,,,2017-08-05T23:17:03Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291961,0,61,,40.84,87621.05,21.32,1209.06,2
8086564,-22.11,24.79,28.49,4.22,-4.06,-8.7,10.487,-4.24,3.88,7.89,,,,0,,,,,,,754,,,,2017-08-05T23:17:03Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291961,0,61,,40.85,87607.38,21.29,1210.34,2
8086588,-20.42,24.27,29.31,4.15,-4.19,-8.67,10.486,-4.17,4.02,7.86,,,,0,,,,,,,780,,,,2017-08-05T23:17:03Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291961,0,61,,40.85,87596.17,21.29,1211.39,2
8086618,-18.67,23.69,30.15,4.07,-4.33,-8.64,10.486,-4.09,4.15,7.83,,,,0,,,,,,,809,,,,2017-08-05T23:17:03Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291961,0,61,,40.85,87587,21.29,1212.25,2
8086642,-17,23.11,30.94,3.99,-4.46,-8.61,10.485,-4.01,4.28,7.8,,,,0,,,,,,,835,,,,2017-08-05T23:17:03Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291961,0,61,,40.85,87574.7,21.24,1213.4,2
8086673,-15.27,22.49,31.75,3.91,-4.58,-8.57,10.474,-3.92,4.42,7.77,,,,0,,,,,,,863,,,,2017-08-05T23:17:03Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291961,0,61,,40.85,87564.63,21.24,1214.34,2
8086697,-13.6,21.86,32.52,3.83,-4.71,-8.54,10.478,-3.83,4.55,7.74,,,,0,,,,,,,889,,,,2017-08-05T23:17:03Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291961,0,61,,40.85,87556.39,21.24,1215.12,2
8086727,-11.9,21.18,33.3,3.74,-4.83,-8.49,10.459,-3.74,4.67,7.71,,,,0,,,,,,,918,,,,2017-08-05T23:17:03Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291961,0,61,,40.85,87543.97,21.23,1216.28,2
8086752,-10.28,20.52,34.02,3.64,-4.95,-8.47,10.464,-3.64,4.8,7.68,,,,0,,,,,,,944,,,,2017-08-05T23:17:03Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291973,0,61,,40.85,87533.8,21.23,1217.23,2
8086777,-8.71,19.84,34.71,3.56,-5.06,-8.42,10.449,-3.55,4.92,7.66,,,,0,,,,,,,968,,,,2017-08-05T23:17:03Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1291997,0,61,,40.85,87519.87,21.2,1218.54,2
8086806,-7.1,19.11,35.4,3.46,-5.18,-8.38,10.442,-3.44,5.04,7.62,,,,0,,,,,,,999,,,,2017-08-05T23:17:04Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1292021,0,61,,40.85,87508.46,21.2,1219.61,2
8086833,-5.57,18.4,36.05,3.35,-5.29,-8.33,10.421,-3.33,5.16,7.59,,,,0,,,,,,,1026,,,,2017-08-05T23:17:04Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1292049,0,61,,40.85,87499.12,21.2,1220.48,2
8086863,-3.99,17.63,36.7,3.24,-5.4,-8.3,10.419,-3.22,5.27,7.56,,,,0,,,,,,,1053,,,,2017-08-05T23:17:04Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1292077,0,61,,40.85,87487.07,21.15,1221.61,2
8086883,-2.58,16.92,37.28,3.13,-5.5,-8.26,10.406,-3.11,5.38,7.54,,,,0,,,,,,,8,,,,2017-08-05T23:17:04Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1292097,0,61,,40.85,87477.2,21.15,1222.54,2
8086917,-1.1,16.15,37.86,3.01,-5.59,-8.22,10.386,-2.99,5.49,7.51,,,,0,,,,,,,39,,,,2017-08-05T23:17:04Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1292117,0,61,,40.85,87464.7,21.12,1223.71,2
8086942,0.41,15.33,38.45,2.89,-5.7,-8.2,10.396,-2.87,5.59,7.48,,,,0,,,,,,,64,,,,2017-08-05T23:17:04Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1292117,0,61,,40.85,87454.48,21.12,1224.67,2
8086967,1.77,14.58,38.96,2.78,-5.81,-8.17,10.404,-2.75,5.69,7.45,,,,0,,,,,,,88,,,,2017-08-05T23:17:04Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1292117,0,61,,40.85,87446.1,21.12,1225.46,2
8086998,3.28,13.71,39.52,2.64,-5.91,-8.13,10.392,-2.61,5.79,7.42,,,,0,,,,,,,121,,,,2017-08-05T23:17:04Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1292117,0,61,,40.85,87434.52,21.08,1226.54,2
8087023,4.7,12.87,40.03,2.51,-6,-8.09,10.380,-2.48,5.88,7.39,,,,0,,,,,,,145,,,,2017-08-05T23:17:04Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1292117,0,61,,40.85,87425.03,21.08,1227.43,2
8087061,6.32,11.88,40.59,2.37,-6.1,-8.05,10.374,-2.33,5.98,7.36,,,,0,,,,,,,182,,,,2017-08-05T23:17:04Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1292117,0,61,,40.85,87412.17,21.04,1228.64,2
8087085,7.81,10.93,41.09,2.24,-6.18,-8.01,10.362,-2.19,6.07,7.33,,,,0,,,,,,,209,,,,2017-08-05T23:17:04Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1292117,0,61,,40.85,87401.64,21.04,1229.63,2
8087118,9.3,9.97,41.57,2.09,-6.26,-7.97,10.348,-2.04,6.16,7.3,,,,0,,,,,,,240,,,,2017-08-05T23:17:04Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1292117,0,61,,40.85,87393.02,21.04,1230.44,2
8087143,10.67,9.06,42,1.94,-6.34,-7.95,10.352,-1.89,6.24,7.27,,,,0,,,,,,,267,,,,2017-08-05T23:17:04Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1292117,0,61,,40.85,87381.61,21.01,1231.51,2
8087176,12.07,8.11,42.42,1.79,-6.43,-7.91,10.350,-1.74,6.32,7.24,,,,0,,,,,,,298,,,,2017-08-05T23:17:04Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1292117,0,61,,40.85,87372.27,21.01,1232.38,2
8087201,13.46,7.14,42.82,1.63,-6.5,-7.88,10.344,-1.58,6.39,7.21,,,,0,,,,,,,323,,,,2017-08-05T23:17:04Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1292117,0,61,,40.85,87359.59,20.97,1233.57,2
8087226,14.7,6.25,43.16,1.48,-6.56,-7.84,10.329,-1.43,6.46,7.18,,,,0,,,,,,,347,,,,2017-08-05T23:17:04Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1292117,0,61,,40.85,87349.2,20.97,1234.55,2
8087254,16.07,5.26,43.52,1.33,-6.63,-7.81,10.331,-1.28,6.52,7.15,,,,0,,,,,,,379,,,,2017-08-05T23:17:04Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1292117,0,61,,40.85,87340.69,20.97,1235.35,2
8087284,17.43,4.24,43.86,1.17,-6.68,-7.77,10.313,-1.12,6.58,7.12,,,,0,,,,,,,408,,,,2017-08-05T23:17:04Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1292117,0,61,,40.84,87330.38,20.94,1236.32,2
8087315,18.7,3.27,44.16,1.01,-6.74,-7.73,10.305,-0.95,6.64,7.09,,,,0,,,,,,,436,,,,2017-08-05T23:17:04Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1292117,0,61,,40.84,87321.95,20.94,1237.11,2
8087339,19.93,2.33,44.44,0.84,-6.78,-7.71,10.301,-0.79,6.69,7.06,,,,0,,,,,,,461,,,,2017-08-05T23:17:04Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1292117,0,61,,40.84,87309.95,20.92,1238.24,2
8087368,21.19,1.34,44.7,0.68,-6.82,-7.67,10.286,-0.62,6.74,7.03,,,,0,,,,,,,490,,,,2017-08-05T23:17:04Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1292117,0,61,,40.84,87300.11,20.92,1239.16,2
8087392,22.38,0.39,44.93,0.52,-6.86,-7.65,10.288,-0.46,6.78,7.01,,,,0,,,,,,,517,,,,2017-08-05T23:17:04Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1292117,0,61,,40.84,87292.06,20.92,1239.92,2
8087420,23.6,-0.6,45.15,0.36,-6.9,-7.61,10.279,-0.3,6.82,6.98,,,,0,,,,,,,541,,,,2017-08-05T23:17:04Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1292117,0,61,,40.84,87281.69,20.94,1240.89,2
8087448,24.79,-1.56,45.34,0.21,-6.92,-7.58,10.266,-0.13,6.85,6.95,,,,0,,,,,,,570,,,,2017-08-05T23:17:04Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1292117,0,61,,40.84,87273.2,20.94,1241.69,2
8087473,25.92,-2.51,45.51,0.06,-6.95,-7.54,10.255,0.03,6.88,6.93,,,,0,,,,,,,595,,,,2017-08-05T23:17:04Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1292117,0,61,,40.84,87266.24,20.94,1242.34,2
8087502,27.1,-3.5,45.67,-0.1,-6.98,-7.51,10.253,0.19,6.9,6.9,,,,0,,,,,,,625,,,,2017-08-05T23:17:04Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1292117,0,61,,40.84,87256.45,20.93,1243.26,2
8087528,28.24,-4.47,45.82,-0.25,-6.99,-7.48,10.241,0.36,6.92,6.87,,,,0,,,,,,,649,,,,2017-08-05T23:17:04Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1292117,0,61,,40.84,87248.44,20.93,1244.01,2
8087552,29.35,-5.42,45.94,-0.42,-7,-7.46,10.239,0.52,6.94,6.85,,,,0,,,,,,,675,,,,2017-08-05T23:17:04Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1292117,0,61,,40.84,87238.04,20.89,1244.99,2
8087577,30.44,-6.36,46.04,-0.57,-7.02,-7.43,10.238,0.69,6.95,6.82,,,,0,,,,,,,699,,,,2017-08-05T23:17:04Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1292117,0,61,,40.84,87229.52,20.89,1245.79,2
8087598,31.45,-7.24,46.12,-0.74,-7.01,-7.4,10.220,0.85,6.96,6.8,,,,0,,,,,,,720,,,,2017-08-05T23:17:04Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1292117,0,61,,40.84,87222.54,20.89,1246.45,2
8087630,32.59,-8.24,46.19,-0.89,-7.02,-7.37,10.217,1.01,6.96,6.77,,,,0,,,,,,,751,,,,2017-08-05T23:17:04Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1292117,0,61,,40.84,87212.11,20.85,1247.43,2
8087654,33.7,-9.23,46.25,-1.04,-7.02,-7.35,10.217,1.17,6.96,6.75,,,,0,,,,,,,778,,,,2017-08-05T23:17:04Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1292117,0,61,,40.84,87203.56,20.85,1248.23,2
8087689,34.85,-10.26,46.29,-1.22,-7.01,-7.33,10.216,1.34,6.95,6.72,,,,0,,,,,,,810,,,,2017-08-05T23:17:04Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1292117,0,61,,40.84,87196.57,20.85,1249.16,2
8087715,35.94,-11.24,46.31,-1.38,-7,-7.3,10.208,1.5,6.94,6.7,,,,0,,,,,,,836,,,,2017-08-05T23:17:04Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1292141,0,61,,40.84,87188.01,20.85,1249.91,2
8087744,37.15,-12.34,46.31,-1.55,-7,-7.28,10.218,1.67,6.93,6.67,,,,0,,,,,,,868,,,,2017-08-05T23:17:05Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1292169,0,61,,40.84,87180.99,20.85,1250.53,2
8087771,38.29,-13.38,46.29,-1.71,-6.97,-7.24,10.194,1.84,6.9,6.65,,,,0,,,,,,,892,,,,2017-08-05T23:17:05Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1292193,0,61,,40.83,87170.91,20.86,1251.45,2
8087792,39.32,-14.32,46.26,-1.87,-6.95,-7.22,10.194,2,6.88,6.63,,,,0,,,,,,,916,,,,2017-08-05T23:17:05Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1292213,0,61,,40.83,87162.66,20.86,1252.2,2
8087818,40.35,-15.26,46.21,-2.04,-6.92,-7.18,10.178,2.17,6.85,6.6,,,,0,,,,,,,5,,,,2017-08-05T23:17:05Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1292237,0,61,,40.83,87155.9,20.86,1252.81,2
8087839,41.37,-16.19,46.14,-2.19,-6.89,-7.17,10.182,2.33,6.83,6.58,,,,0,,,,,,,25,,,,2017-08-05T23:17:05Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1292257,0,61,,40.83,87147.03,20.86,1253.63,2
8087863,42.31,-17.06,46.07,-2.34,-6.86,-7.14,10.174,2.48,6.8,6.56,,,,0,,,,,,,49,,,,2017-08-05T23:17:05Z,,,,0,,,,35.487229,-85.95816,,,,,,0,,,,0,1292273,0,61,,40.83,87139.77,20.86,1254.3,2
